title,company,job_category,job_area,salary_min,salary_max
Django Developer,JobXprss,IT/Software,,20000.00,250000.00
বিক্রয় প্রতিনিধি (চট্টগ্রামের বিভিন্ন স্থানে),Bombay Sweets & Co. Ltd.,Marketing/Sales,"Agrabad, Chattogram",15000.00,18000.00
Graphic Designer,JobXprss,Design/Creative,Will vary from company to company.,20000.00,250000.00
UI/UX Designer,JobXprss,Design/Creative,Will vary from company to company.,20000.00,250000.00
সাংবাদিক,kendriyobarta,Media/Advertisement/Event Management,Chattogram,,
DevOps Engineer,JobXprss,IT/Software,Will vary from company to company.,20000.00,200000.00
Java Developer,JobXprss,IT/Software,Will vary from company to company.,20000.00,250000.00
Software QA Engineer,JobXprss,IT/Software,Will vary from company to company.,20000.00,200000.00
Factory Manager/Senior Manager (Finance & Accounts),Mithela Group,Accounts/Finance,"Araihazar, Narayanganj",,
Counselor,Global Star Ltd,Consultancy,"Tejgaon, Dhaka, Dhaka",,
Officer Grade - I & II,IDLC Finance Limited,Marketing/Sales,Anywhere in Bangladesh,22000.00,28000.00
Content Marketing Executive,JEMCOM Limited,Others,Anywhere in Bangladesh,5000.00,8000.00
Software Engineer,Ryans Computers Ltd.,IT/Software,Dhaka,,
Customer Support Executive (Female),Classic IT,Customer Support/Call Center,"Uttara, Dhaka",10000.00,15000.00
"Senior Executive, Marketing & Merchandising (Lingerie)",SQ Group,Marketing/Sales,"Gulshan, Dhaka",,
ডেলিভারিম্যান / ফুলটাইম মোটর সাইকেল রাইডার,Ajkerdeal.com Ltd,Marketing/Sales,ঢাকা,,
Customer Care Officer,SSB Leather,Customer Support/Call Center,Dhaka,,
Consultant,Bashundhara Eye Hospital and Research Institute,Consultancy,Dhaka,,
Head of Operations,Talent Centric,Top Management,Dhaka,,
Senior Manager - Supply Chain Management,Ujala Paint Industry,Supply Chain/Procurement/Purchase,Dhaka,,
"Sr. Executive/Assistant Manager, Quality Assurance (QA)",Prime Pharmaceuticals Ltd.,Compliance,Gazipur,,
Asst. Manager/ Manager - Environment,Azim & Son (Pvt.) Ltd.,Admin/General Management,"Gazipur Sadar, Gazipur",,
Graphics designer,MalishaEdu,Design/Creative,Anywhere in Bangladesh,,
Security Guard,Akhtar Group,Security/Support Service,বাংলাদেশের যেকোনো স্থানে,,
"Officer/Sr. Officer, ADL/A&RD, QC",Healthcare Chemicals Limited,Compliance,"Gazaria, Munshiganj",,
কনসালট্যান্ট (চিকিৎসক),Chattogram Diabetic General Hospital,Marketing/Sales,চট্টগ্রাম,,
Marketing Officer,Children's Hope,Marketing/Sales,Dhaka,12000.00,20000.00
ম্যানেজার,CC Camera Sristy Power,Marketing/Sales,খুলনা,,
Project Accountant,DASCOH Foundation,Accounts/Finance,"Badalgachhi, Mohadevpur, Naogaon",,
"Officer, Finance & Accounts (Tax)",General Pharmaceuticals Ltd.,Accounts/Finance,Dhaka,,
Driver,ORCHARD GROUP,Special Skilled Jobs,Dhaka,,
Client Relations Officer,Este Medical Bangladesh Ltd.,Customer Support/Call Center,"Banani, Dhaka",,
"Asst. Officer, Security",Zaber and Zubair Fabrics Ltd,Security/Support Service,"Tongi, Gazipur",,
"Executive, Aqua Services",SQUARE Pharmaceuticals Limited,Marketing/Sales,Anywhere in Bangladesh,32000.00,35000.00
Medical Officer,Pacific Jeans Limited,Medical/Healthcare Professional,"Chattogram, Chattogram",,
Linux Server Administrator,Aventra Consultant,IT/Software,Anywhere in Bangladesh,,
Assistant Architect,CREATIVE ARCHITECTS,Architect,Dhaka,,
Assistant Professor (Data Science),State University of Bangladesh (SUB),Education/Training,Dhaka,,
Medical Technologist (Radiology & Imaging),Exim Bank Hospital,Medical/Healthcare Professional,Dhaka,,
Executive (Sales & Marketing),Taspia Properties Ltd.,Marketing/Sales,Dhaka,,
Senior Executive/ Executive - Administration,Sheba Digital Limited,Admin/General Management,"Dhanmondi, Dhaka",,
Security Guard,SAG FASHION,Security/Support Service,"Tongi, Gazipur",,
Civil Engineer,Luna Polymer Industry Ltd.,Engineer,"Rupganj, Narayanganj",,
QC Manager,TEXTIL FASHIONS LTD,Compliance,Gazipur,,
RFP Analyst,NewsCred ,IT/Software,Dhaka,,
Interior Architect,SPLASH WORKS WATER PARK LTD.,Architect,"Gazaria, Munshiganj",,
Sales Manager- IT,Alesha Tech Limited,Marketing/Sales,Anywhere in Bangladesh,,
"Consultant/ Specialist (Full Time, Hospital)",Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Consultancy,Gazipur,,
Customer Relationship Management Executive,Carnesia,Customer Support/Call Center,"Mirpur model, Dhaka, Dhaka, Bangladesh",,
Front Office Manager (Branch In-charge),Neways International Company Limited,Admin/General Management,Dhaka,,
Executive/ Sr. Executive - IE,Rider Leather Bags & Luggage Factory Ltd,Garments/Textile,"Ashuganj, Brahmanbaria",,
Assistant Teacher,Safe Education Family,Education/Training,"Khilgaon, Dhaka, Dhaka",12000.00,15000.00
Manager (Procurement),Mahbub Group of Industries,Supply Chain/Procurement/Purchase,Dhaka,,
Executive Secretary,Infrastructure Development Company Limited,Secretary/Receptionist,Anywhere in Bangladesh,,
সেলস অফিসার,Rainbow Electronics,Marketing/Sales,বাংলাদেশের যেকোনো স্থানে,,
Business Development Officer,Este Medical Bangladesh Ltd.,Marketing/Sales,"Banani, Dhaka",,
Manager - Accounts,Noman Group,Accounts/Finance,"Motijheel, Dhaka",,
"Graphics, Motion Graphics & Video Editor",Softmax Online School,Design/Creative,"Gazipur Sadar, Gazipur",16000.00,32000.00
"Executive, Sales Department (Commercial Space Only)",Assurance Developments Limited,Commercial/Logistics,Dhaka,,
Front Desk Executive (Female),Northern Shipping Line,Security/Support Service,Dhaka,,
International Call Center Executive (Night Shift),E&M Outsourcing,Customer Support/Call Center,"Mirpur, Dhaka",15000.00,25000.00
Customer Service Officer,TWOSUNS Bangladesh Limited,Customer Support/Call Center,Gazipur,,
Technical Specialist-Public and Civil Society Engagement (Re advertisement),International Development Enterprises (iDE),Marketing/Sales,Dhaka,,
Assistant Manager - Warehouse & Distribution,NAAFCO Group,Admin/General Management,"Bhaluka, Mymensingh",,
Officer/Sr. Officer - Land,Pretty Group,Marketing/Sales,"Gulshan, Dhaka",18000.00,25000.00
"Sr. Executive, Customer Relationship Officer (Female)",EQUIPTEX CO.,Customer Support/Call Center,"Uttara, Dhaka",,
ড্রাইভার,Sunshine Express Travel INC,Marketing/Sales,ঢাকা,,
Executive - Customs & Bond,Silver Composite Textile Mills Ltd.,Accounts/Finance,Dhaka,,
Sales & Service Engineer,JMI Industrial Gas Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
Full Stack Developer (Java),Intellier Ltd.,IT/Software,"Uttara, Dhaka",,
Warehouse Supervisor,Arla Foods Bangladesh Limited,Supply Chain/Procurement/Purchase,Gazipur,,
"Corporate Sales Executive, Chattogram",bdjobs.com Limited,Marketing/Sales,Chattogram,,
Sr. Software Engineer (PHP-Laravel),Base IT,IT/Software,"Mirpur, Dhaka",,
"Full Time Software Engineer (PHP, Laravel, Linux)",BanglaShoppers,IT/Software,Dhaka,,
Digital Marketer (Technical Content Writer),BDTASK,Others,Anywhere in Bangladesh,,
I E  Incharge (Woven Garments Factory).,Sepal Group,Production/Operation,Gazipur,,
Electrician,Divine Group Limited,Others,গাজীপুর,,
Automobile Mechanic for Albania,Work4u Consultancy Ltd.,Engineer,Albania,33975.00,34000.00
সহকারী প্রধান শিক্ষক,Border Guard Public School,Marketing/Sales,কুষ্টিয়া,,
Trainee Line Officer,Pride Group,Others,"Savar, Dhaka",6.00,18000.00
Outreach Specialist,Dhaka Ahsania Mission,Marketing/Sales,Patuakhali,,
Manager (Vat & Tax),Israq Spinning Mills Ltd.,Law/Legal,Dhaka,,
Area Specialist,Dhaka Ahsania Mission,Marketing/Sales,Patuakhali,,
Facebook Live Presenter,SMART SOLUTION FOR SOFTWARE,Marketing/Sales,"Gulshan, Dhaka",,
Jr. Accounts Officer (SBFML- Jashore),Noapara Group,Accounts/Finance,Jashore,,
ব্রাঞ্চ ম্যানেজার,Christian Service Society (CSS),Marketing/Sales,বাংলাদেশের যেকোনো স্থানে,26650.00,31970.00
Request for Proposal (RFP) for Baseline Study for Capacity Building of Young Entrepreneurs for The V,World Vision Bangladesh,Consultancy,Anywhere in Bangladesh,,
Software Engineer,Business Development Services Limited,IT/Software,Anywhere in Bangladesh,,
"Jr. Executive, Commercial (Back to Back LC)",TEAM Group,Commercial/Logistics,"Uttara, Dhaka",,
Internship in Communications Unit,United Nations High Commissioner for Refugees,Others,Cox's Bazar,,
Senior Executive - Corporate Sales,RFL Group,Marketing/Sales,"Chattogram, Dhaka",,
"সাইট ইঞ্জিনিয়ার (সিভিল, পুরুষ)",Dr. Fazlul Haque Colorectal Hospital Limited,Marketing/Sales,ঢাকা,,
Junior Accounts Officer,Smart Think,Accounts/Finance,"Banani, Dhaka",,
Sr. Commercial Officer,Unimas Sportswear Ltd.,Commercial/Logistics,Anywhere in Bangladesh,,
"Field Assistant (Information Officer), Community Based Protection, HCMP",BRAC,Project Management,"Teknaf, Ukhia, Cox's Bazar",,
SEO - Link Building Expert,Pointer IT Ltd,Marketing/Sales,"Kalabagan, Dhaka",15000.00,25000.00
Executive (Garments Stock Lot & Leftover),MITALI GROUP,Marketing/Sales,Gazipur,,
"Executive – Air and Ocean Documentation, Customer Service (Male/Female)",Northern Shipping Line,Customer Support/Call Center,Dhaka,,
Financial Analyst,Palli Karma-Sahayak Foundation(PKSF,Accounts/Finance,Anywhere in Bangladesh,,
"Sector Lead, Technical, Education (Contractual); Humanitarian Crisis Management Programme",BRAC,Consultancy,Cox's Bazar,,
Social Media Specialist (realme),Daosheng Enterprise Development Co. Ltd.,Marketing/Sales,Dhaka,,
Manager - Cargo Operations,US-Bangla Airlines,Admin/General Management,Anywhere in Bangladesh,,
Executive - Sales & Marketing (Software),Sheba Digital Limited,Marketing/Sales,"Dhanmondi, Dhaka",,
Asst. Officer/ Officer - Quality (Printing),DBL GROUP,IT/Software,Gazipur,,
Executive Director (ED),Zaman Fashionwear Limited,Top Management,Anywhere in Bangladesh,,
GM - Quality Assurance (QA),HKD International (CEPZ) Limited,Compliance,"Chittagong Epz, Chattogram",,
"Senior Executive, Marketing & Sales",Mashruba Medical Technologies,Marketing/Sales,Anywhere in Bangladesh,,
Bakery Chef,Halda Valley Food & Beverage,Restaurant/Kitchen/Food,"Gulshan, Dhaka, Dhaka",,
Manager (Fire & Safety),NASSA GROUP,Security/Support Service,Narayanganj,,
Head of Finance (HOF),SAIC GROUP,Accounts/Finance,Dhaka,,
Staff Nurse (Haemodialysis Unit),Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Medical/Healthcare Professional,"Gazipur Sadar, Gazipur",,
Project Management Support - Officer,UNOPS,IT/Software,Dhaka,,
Sr. Full Stack Web Developer,Isharify Ltd,IT/Software,"Mirpur, Dhaka",,
Project Manager,Hypertag Solutions Ltd,Project Management,Dhaka,30000.00,50000.00
"Senior Purchase Manager, A Well Renowned Multinational Aluminum Foil & Flexible Packaging Company Ltd.",Buildtrade Foils Ltd.,Admin/General Management,"Dhamrai, Dhaka, Dhaka",,
Asst. Engineer - Quality Control,Ananda Group,Compliance,"Sonargaon, Narayanganj",,
Information Assistant (Audio Visual),The Embassy of the United States of America,IT/Software,Dhaka,,
Asst. Manager– Planning (Project Management Coordination),Rupayan City,Project Management,"Uttara, Dhaka",,
Executive/ Assistant Executive (Quality Assurance/Production),NIPRO JMI Company Ltd.,Compliance,"Gazaria, Munshiganj",,
Product Desginer (Digital),Data Path Limited,Marketing/Sales,Anywhere in Bangladesh,,
Driver,International Rescue Committee (IRC),Special Skilled Jobs,"Teknaf, Ukhia, Cox's Bazar",,
Asst. Manager/Dy. Manager (Corporate Sales),Electra International,Marketing/Sales,Dhaka,,
Sr. Executive/ Assistant Manager (BD),System Engineering Ltd.,Admin/General Management,"Uttara, Dhaka",,
"Senior Strategic Planner, NGAGE 360",SSL WIRELESS,Marketing/Sales,Dhaka,,
Senior Software Engineer,Dohatec New Media,IT/Software,Dhaka,,
Executive/ Sr. Executive,JK Group,Admin/General Management,"Savar, Dhaka",,
Executive Designer,Symantec Technology Ltd,Design/Creative,Dhaka,,
Health Information Assistant,International Rescue Committee (IRC),Medical/Healthcare Professional,"Teknaf, Ukhia, Cox's Bazar",,
Merchandiser,JRL Sourcing (BD) Ltd.,Garments/Textile,Dhaka,,
Jr. Executive (Marker Man) - CAD,Pacific Jeans Limited,Garments/Textile,Chattogram,,
"Engineer, Audit",building technology & ideas ltd,Accounts/Finance,Dhaka,,
IT Analyst / Senior IT Analyst - Audit & Assurance,Nurul Faruk Hasan and Co,IT/Software,Dhaka,,
Asst. Manager (Accounts & Finance),Citymead Realestate and Development Ltd.,Accounts/Finance,Anywhere in Bangladesh,,
"Assistant Manager, Information Technology",APEX,IT/Software,Dhaka,,
ডিশওয়াশার ও ক্লিনার,US Bangla Airlines,Marketing/Sales,ঢাকা,,
Production Manager (Knit & Woven),Norp Knit Industries Limited,Production/Operation,Gazipur,,
Divisional Sales Manager - Electrical Appliances,Walton Hi-Tech Industries Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
"Executive, Business Development",Utshob Group,Marketing/Sales,Dhaka,,
Key Account Manager,Brick Line Technology,Marketing/Sales,"Kawran Bazar, Dhaka",25000.00,45000.00
"Maintenance Executive, Manufacturing Plant",TVS AUTO BANGLADESH LTD.,Engineer,"Mirpur, Dhaka",,
Education & Visa Consultant - Australia,VISA,Consultancy,"Motijheel, Dhaka",,
Data Entry Operator,FIFO Tech,Data Entry/Operator/BPO,Dhaka,15000.00,20000.00
Executive/ Sr.  Executive (Accounts & Finance),US-Bangla Group,Accounts/Finance,"Rupganj, Dhaka, Narayanganj",,
Territory Sales Supervisor (Mokam Infrastructure),ShopUp,Marketing/Sales,"Savar, Bogura, Chattogram, Cox's Bazar, Cumilla, Dhaka, Gazipur, Gopalganj, Khulna, Mymensingh, Narayanganj, Noakhali, Rajshahi, Rangpur, Sylhet, Dhaka",5000.00,20000.00
Senior Manager/Manager-Sample Technician (Narayanganj Factory),Asrotex Group,Others,Narayanganj,90000.00,100000.00
Medical Officer (Surgery),Jahurul Islam Medical College and Hospital,Medical/Healthcare Professional,"Bajitpur, Kishoreganj",,
"Manager - Marketing, Climate Centre",Christian Commission for Development in Bangladesh (CCDB),Marketing/Sales,Dhaka,55000.00,60000.00
Sr. Executive/ Asst. Manager (Purchase),Credence Housing Limited,Admin/General Management,"Dhanmondi, Dhaka",,
Trade Marketing Executive,Ranks Petroleum Limited,Marketing/Sales,Anywhere in Bangladesh,,
ড্রাইভার,International Homeware,Marketing/Sales,ঢাকা,,
Manager,SMART SOLUTION FOR SOFTWARE,Admin/General Management,Dhaka,,
Intern (Sales & Marketing),Parcelmagic,Others,"Banani, Dhaka",3.00,8000.00
Manager (Sales & Marketing),Next Accessories Ltd.,Marketing/Sales,Narayanganj,,
"Officer/Sr. Officer, Marketing  (Pharma API Div)",Remex Corporation Ltd.,Marketing/Sales,Dhaka,,
Medical Information Officer (Hormone Business Unit),Popular Pharmaceuticals Ltd.,Marketing/Sales,Anywhere in Bangladesh,,
Executive- Documentations and Overseas Communications,Global Seair Consolidations,Marketing/Sales,"Uttara, Dhaka",,
Consultant (Obstetrics & Gynecology),RFL Group,Medical/Healthcare Professional,Habiganj,,
Electrician / AC Technician,Centre for Woman and Child Health,Others,"আশুলিয়া, ঢাকা",,
Senior Executive / Asst. Manager - Digital Marketing,Akashbari Holidays,Marketing/Sales,Dhaka,,
Managing Director,Tianshi Bangladesh Co. Ltd.,Top Management,Dhaka,,
"Asst. Manager, Accounts & Finance",Viyellatex Group,Accounts/Finance,Gazipur,,
Head of Marketing,Mohanpur Parjatan Ltd,Marketing/Sales,Dhaka,,
Teacher – English Language and Literature,Oxford International School,Education/Training,Dhaka,,
Sr. Search Engine Optimization (SEO) Executive,BDTASK,Marketing/Sales,"Khilkhet, Dhaka",,
Project Engineer,DBL GROUP,Project Management,Dhaka,,
Filing Specialist,Apurba Technologies Ltd,Marketing/Sales,Dhaka,20000.00,25000.00
Inline Inspection Technical Manager,LC WAIKIKI MAGAZACILIK HIZMETLERI TICARET ANONIM SIRKETI.,Admin/General Management,Dhaka,,
Senior Javascript Engineer,XpeedStudio,Engineer,"Mohammadpur, Dhaka",70000.00,120000.00
"Assistant Manager, Finance & Accounts",Thyrocare Bangladesh Limited,Accounts/Finance,Dhaka,,
Company Secretary,Desh General Insurance Company Limited,Accounts/Finance,Dhaka,,
Lecturer,UNIVERSAL COLLEGE BANGLADESH,Education/Training,Dhaka,,
Divisional Sales Manager,Karmo Group,Marketing/Sales,Anywhere in Bangladesh,2.00,35000.00
Fabric Technologist,LC WAIKIKI MAGAZACILIK HIZMETLERI TICARET ANONIM SIRKETI.,Garments/Textile,Dhaka,,
